,created_at,text,ticker
423,2020-04-20 14:57:36+00:00,Can GoPro Survive the COVID-19 Market Meltdown? @themotleyfool #stocks $GPRO $AAPL https://t.co/CR0Vf5AVjD,AAPL
427,2020-06-04 11:04:37+00:00,RT @mchaudhry82: Thursday’s 👀2: $QQQ $SPY $UVXY $TVIX $TSLA $NFLX $MSFT $NVDA $MU $SNAP $PYPL $SQ $TWLO $TWTR $V $ZM $ROKU $TXN $WORK $ZUO…,V
431,2020-04-17 15:49:39+00:00,"Amazon Cuts Commission Rates for Advertising Affiliates @themotleyfool #stocks $AMZN 

READ MORE: https://t.co/ydt4QcbkcQ

#AdBuy #adsense #advertisement #advertising #ProductPlacement #Promotion #Traffic~",AMZN
434,2020-06-13 17:22:51+00:00,"purchases today using 2020 Vision for 2040 Relaxation:  $PPL, $MO, and $XOM all in my #RothIRA. #investing",XOM
437,2020-06-15 14:54:51+00:00,$JPM next week calls https://t.co/fPlfuuvYGW,JPM
439,2020-06-20 10:33:31+00:00,Skim the cream of financial news $TWTR $FB $LNKD https://t.co/7gg0FoRUNF https://t.co/qftGI8Lvvl,TWTR
440,2020-06-05 16:15:01+00:00,$AMZN want in!  Finally!  We got a runner! https://t.co/P1tyfGUfCU,AMZN
443,2020-06-28 01:46:57+00:00,"RT @PipsToDollars: $FB 
A growing number of companies have pledged to suspend advertising on Facebook. Here’s a list https://t.co/YioWNSU1w…",FB
444,2020-07-10 20:45:07+00:00,"$AVGO $ZM $HPQ $GE $PINS $PENN $SPCE $BAC $QQQ $DOW $ACB $UAA $WFC $ETSY $RCS $NFLX $AMZN $TOL $DIS $EBAY $DJI $ORCL $INTC $HPQ $GOOGL $BRK.A $TCS $INFY
Get instant updates and free trading analysis click here https://t.co/USlOOzZoZk https://t.co/SkM1BckY2Y",WFC
448,2020-04-23 09:30:37+00:00,RT @AndreyGodsonn: @andyrao316 Funny how falling companies $DAI $BAC $ERIC are banning $ZM while and successful $FIVN $CRM $ORCL endorsing…,CRM
453,2020-07-02 14:56:15+00:00,"RT @LMT978: $AMZN hit +$1,000 today since I made it our Chart of the Day best idea for Members on March 25. 

I am currently +48% in my ope…",AMZN
454,2020-04-17 18:27:34+00:00,RT @BravoLima78: Great lotto Friday today. @psk2329 was money on his $AAPL &amp; $AMZN puts. Also got in some $NVDA &amp; $NFLX for a nice end to a…,NVDA
455,2020-04-22 21:37:05+00:00,$SPY $SPX $QQQ $USO $UCO $SCO $ES_F $NQ_F $RTY_F $ZB_F $GC_F $NDX $RUT $AAPL $NFLX $AMZN $SHOP $CHWY $ZM $BA $TSLA $FB $MSFT $DIA $IWM $QCOM $GDX $DAX $BYND $TWTR $GLD $SLV $GE_F $BABA $TLT $LYFT $VXX $TVIX $VIX $XLE $XOM $JPM $GS $GOOG $DIS $IBM #Options #Stocks #NASDAQ #SPY https://t.co/IxsXdJ8l9M https://t.co/46qdAnNON8,DIS
456,2020-06-23 06:48:32+00:00,FedEx removed its branding from NASCAR's Denny ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/oiMjKwmrUl,TSLA
457,2020-07-10 19:58:12+00:00,"$9,800 total gain this week! Holding some contracts of $TSLA and $AMZN for next week. Thank you @EliteOptions2 @BeastModeTrades  for the continued valuable service. The levels and guidance are greatly appreciated. Have a good weekend everyone! 🙏👩🏻‍💻📉📈🚀💵 #OptionsTrading https://t.co/1T1qucZnf8",TSLA
458,2020-04-28 16:41:59+00:00,"RT @eWhispers: #earnings before the open tomorrow 

https://t.co/lObOE0dgsr 

$BA $GE $MA $SPOT $HAS $ANTM $APRN $YUM $HUM $AMT $GD $NOC $V…",YUM
461,2020-06-30 22:40:17+00:00,RT @LiveSquawk: $FB | Target To Pause All Ads On Facebook And Instagram For The Month Of July - NBC,FB
463,2020-04-14 17:15:13+00:00,"Actionable Options Tuesday, April 14, 2020 $C $BAC https://t.co/s3WrFyfiTU",C
465,2020-04-20 20:14:46+00:00,June contract charts in $CL_F are available to our members. Expect #oil to extend lower. Follow for more updates. #Elliottwave #Trading #Stocks #Oil #Total #CRUDE #OPEC #XOM $XOM $XLE,XOM
466,2020-04-20 21:14:15+00:00,"Purchases today using 2020 Vision for 2040 Relaxation:  $PPL, $MO, and $XOM all in my #RothIRA. #investing",XOM
467,2020-04-12 04:16:37+00:00,Sentiment for $AMZN out of 231 total scores; 87 % is positive and 13 % is negative. #sentiment https://t.co/gBlbcU8Kfk,AMZN
469,2020-07-01 19:30:36+00:00,"$NFLX +6.8%, $FB +4.8%, $AMZN+4.2%, $TSLA +4%....",TSLA
470,2020-04-27 14:01:27+00:00,$SPY $IWM $AAPL $CAT https://t.co/zejsfSJAfm,CAT
474,2020-05-05 02:49:00+00:00,@chrissyfarr @zbiotech Good news for health insurers $UNH $ANTM $HUM $CI They will mint more money now💰,UNH
478,2020-05-29 14:18:26+00:00,UPDATE 1-Minerva's schizophrenia drug misses main goal in study; shares tumble $NERV $AGN $JNJ https://t.co/l5Ihr3iyl7,JNJ
479,2020-06-09 23:41:21+00:00,"RT @commodi08973633: TARGET ACQUIRED $CMS 
This looks bad, sell at $60.29 
Take Profit: $58.02 
Stop Loss: $60.89 
I give you $50: https://…",CMS
483,2020-07-08 17:54:04+00:00,RT @realJosephRich: Tim Cook furiously trying to save the NASDAQ by buying back $AAPL stock funded by debt bought by the Fed is the lowest…,AAPL
494,2020-07-07 04:39:58+00:00,Spiking $AMZN $TSLA not about bubble. But personal issues between Elon and Musk. Whose dick is longer,TSLA
495,2020-04-29 20:39:32+00:00,Microsoft revenue up 15%? Lol. Incredible that a trillion dollar company is still able to grow double digits. $MSFT (I own it.),MSFT
496,2020-04-15 04:04:03+00:00,RT @CGrantWSJ: $JNJ CFO Joe Wolk tells me he wasn't 100% sure until last week that the company would be giving 2020 guidance today. Their a…,JNJ
498,2020-06-27 10:48:53+00:00,RT @BWUIC: $AAPL $AAPL $GOOG - DOJ's Apple probe focusing on App Store payment rules - Bloomberg https://t.co/L23LWK2bHy,AAPL
500,2020-04-29 23:27:07+00:00,"Gary Shedlin Sells 2,625 Shares of BlackRock, Inc. $BLK Stock https://t.co/e2eXvUSk0D #stocks",BLK
501,2020-06-04 22:17:35+00:00,"Shortcuts Rewind: Working with Apple Notes, Part 1 https://t.co/nET2jnzAdO $AAPL https://t.co/LoIEK2in70",AAPL
502,2020-07-08 15:03:07+00:00,"RT @winstapro: ES_F stuck in the range. Let see if it holds 3140

$ES $SPX $AAPL $AMZN $BA $FB $GOOGL $NFLX $NVDA $TSLA $ROKU $SPOT $SHOP $…",TSLA
503,2020-04-29 20:19:11+00:00,Long $FB https://t.co/doXfAKVWDP,FB
507,2020-04-23 17:42:46+00:00,$JPM looks ready to die. This is a micro-version of @RaoulGMI chart of European banks on the cliff of death months ago. https://t.co/Ye9dgewNGm,JPM
509,2020-05-04 20:25:58+00:00,$BRK.B $BRK.A - Berkshire Hathaway: Buffett Isn't Buying. https://t.co/yUZZm7lj9K #markets #stocks #investing,BRK.B
511,2020-04-14 17:07:34+00:00,"RT @Investingcom: BREAKING:

*AMAZON SURGES TO NEW ALL-TIME HIGH ABOVE $2,270 AS #CORONAVIRUS LOCKDOWN BOOSTS DEMAND 

$AMZN https://t.co/O…",AMZN
512,2020-06-19 12:20:00+00:00,"Nucor Co. to Post FY2021 Earnings of $3.15 Per Share, KeyCorp Forecasts $NUE https://t.co/FrK6cWxdJ6 #stocks",NUE
513,2020-07-04 21:34:05+00:00,"RT @TrueBubbleHead: Notable inside weeks:  $AAPL a pause after an epic run up, $BAC upper shadow inside a bearish candle... could be tellin…",BAC
514,2020-06-19 03:52:38+00:00,@Microsoft $AAPL $AMZN $BTC $ETH $FB $GOOG $QQQ $SPY $TSLA https://t.co/MbysAmfhaB #money #entrepreneur #trading #investing #stock #stockmarket #forex #crypto #Bitcoin #Coinbase #Robinhood,TSLA
519,2020-06-02 22:07:03+00:00,USTrading Stocks Apple $APPL Facebook $FB Amazon $AMZN https://t.co/sRBfwUBKBk https://t.co/LBzFFVmo3P,FB
522,2020-04-14 13:15:40+00:00,"PayPal, Intuit, Square Get Approval To Give Loans To Small Businesses As Part Of $2T Federal Coronavirus Relief Package $INTU $PYPL $SQ Also $AMZN $FB https://t.co/JdPauIit2T",PYPL
523,2020-06-26 21:44:42+00:00,"20 retweets and likes for some trade ideas before they happen next week...go!!

$SPY $FB $TWLO $TSLA $AAPL $BYND $ES_F",TSLA
528,2020-04-29 20:25:10+00:00,@SlowdownAhead @BluedeerC $msft $goog $FB earnings and their positive tone means nothing. They are hugely dependent on macro economy and should not be the ones we lean on to forecast economy.,FB
529,2020-07-15 09:14:33+00:00,"Both $TSLA and $AMZN have seen a recent surge in volatility while $SPY is seeing a fall in volatility.

Expect tech stocks to see mean reversion soon. https://t.co/DlyhwTrCp0",TSLA
532,2020-05-05 20:45:42+00:00,"RT @AlwaysTrading1: If $DIS keeps this up, Mickey is going to need to get a job with $GRUB",DIS
533,2020-07-08 13:37:52+00:00,$AAPL - Apple's Irish tax appeal reaching decision next week https://t.co/UCd8COnagX,AAPL
535,2020-05-05 16:16:42+00:00,"$AAPL ..

Why INVEST in $ZM !! LT!!

We R and will live in a New WORLD
&amp; $ZM will be a part of our lives!

$GOOGL going to acquire $ZM sooner or later ! https://t.co/nOFqlMTNej",AAPL
537,2020-06-18 06:26:04+00:00,RT @SheepKnowMore: Fake outrage. $FB is an invaluable Deep State election-interference tool. Tantrums like this by their #FakeNews media al…,FB
540,2020-06-09 16:55:27+00:00,"$AAPL #patent 10,680,784 Method and apparatus for controlling downlink HARQ timing in TDD environment #tech #IP #research https://t.co/Hg07Eh2nUA https://t.co/dPT8VDcnLX",AAPL
542,2020-07-08 12:09:57+00:00,Phoenix protesters demand answers after police ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusiness #business #money #entrepreneur #trading #investing #investment #stock #stockmarket #forex #crypto #cryptocurrency #Bitcoin #Ethereum #Coinbase #Robinhood https://t.co/yDKITrQj8j,TSLA
544,2020-07-02 13:23:40+00:00,"@CryptoCrewNews I am hesitating between $FB, $TSLA and $QQQ puts? What puts do u have?",TSLA
545,2020-06-20 20:42:45+00:00,@NickDeMiro @Gambiste1 @ShitFund $KO should and will see an ESG driven activist campaign in the next five years; Jeff Uber has said as much.,KO
546,2020-07-13 14:04:12+00:00,"RT @Prometheus_Cap: Bot $AAPL 380s 1.98

Pray for em.",AAPL
548,2020-04-15 15:44:44+00:00,Apple's new Iphone SE $AAPL https://t.co/7aydm61XIL,AAPL
550,2020-06-17 13:35:48+00:00,"$PG #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #stocks #stock #StockMarket #Investment #investing https://t.co/5JE2nlalc3
https://t.co/cpRmZcIyPu https://t.co/BVDjVPM8qU",PG
556,2020-07-14 04:38:43+00:00,"RT @chhlss: Everyone who sold $AMZN at $2,000 https://t.co/zNX3VuBb9v",AMZN
558,2020-07-16 11:48:00+00:00,"Bank earnings are out. 

I think I'd rather own $BAC than $WFC...",BAC
561,2020-04-17 05:01:47+00:00,RT @NorthmanTrader: Since @JeffBezos &amp; $AMZN are making a killing due to their entire retail competition being forced to shut down perhaps…,AMZN
565,2020-06-30 19:58:35+00:00,"David White hosts the Power Trading Hour for Tuesday on @TFNN and discussed $GSX $WKHS $MU $SMH $GLD $AMD $MSFT $TJX and more! #TradingView #Learntotrade #PathofLeastResistance #TFNN #TechnologyInsider #financialeducation
https://t.co/vzYusS88uL https://t.co/zLJ3VqakKg",TJX
568,2020-05-08 19:34:41+00:00,"$SPY $ES $SPX #SPY #SPX #ES #MarketProfile 
Weekend Update: https://t.co/L8lIGHZtTO",ES
575,2020-06-19 21:09:24+00:00,RT @TheStalwart: Stocks just went negative on news that $AAPL is going to close some sores in the US again https://t.co/8AqBKEIBQ4 https://…,AAPL
577,2020-06-03 17:52:39+00:00,"How could the #USadministration pick a #vaccine when not one #Phase1 has finished? How they can pick 
$PFE $MRK or JNJ if they didn't even made clinical trial?
How the selected $MRNA who didn't provided any data?
This is not about health but about money.
Trump failed this country",PFE
580,2020-04-13 17:01:06+00:00,"Today's million dollar CALL #options trade update:
$GILD $RCL $BABA $BAC $AAPL $AMZN $TSLA $AMGN $SQQQ $MU $NFLX $GLD $SHOP $ALXN $CAT $ZM $BKNG $SLV ...
https://t.co/ORtVUPaBpX",TSLA
582,2020-06-23 23:07:50+00:00,"RT @axelroark: If you bought $AAPL at today's price, you would need 28 years to see profit based on current estimates. 

This is why I'm no…",AAPL
583,2020-04-25 17:55:38+00:00,RT @TheStreet: Here's what to watch when $AMZN reports earnings:  https://t.co/gRLyHiNvr4,AMZN
586,2020-07-02 21:18:58+00:00,RT @musicnews360: Wisconsin senator proposes replacing Columbus ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusines…,TSLA
587,2020-06-10 00:56:24+00:00,"Discord-  https://t.co/8fooypATeb  a better, more executive
trading chatroom $SPY $ES_F $BA $CLVS $SRNE $DVAX $ACB $OSTK $TRIL $LK $CODX $SAVE $GSX $INO $KSS $PENN $NVAX $BYND $AAL $EURN $GPS $SSL $MRNA $TSLA $CCL $BILI $CVNA $DAL $PTON $TWTR $IQ $ROKU $AAPL $DIS $NVDA $AMZN $BB https://t.co/KtAaYAmdlJ",DIS
591,2020-07-13 20:34:56+00:00,"@michaelbatnick ...hope not, I added some $MSFT during the panic sell-off  :)",MSFT
594,2020-06-05 10:27:02+00:00,Effective Elliott Wave Atlassian General Electric Nike https://t.co/vglRP919Ev  $team $nke $GE #stocks #usstocks #elliottwave #technnicalanalysis #optionstrading #cfds #trading #investing https://t.co/0zyG0NvpHA,GE
597,2020-04-21 22:06:33+00:00,Apple Watch Series 5 Now Available Refurbished https://t.co/vhx6m7qHOO $AAPL https://t.co/ozWNHXvMD7,AAPL
598,2020-05-04 20:00:54+00:00,"🤝 $NVDA $INTC 
Intel and Nvidia turn Merger Monday into a blockbuster sequel https://t.co/wbo0P82pEy https://t.co/y5Q3g9mWq3",NVDA
603,2020-06-25 21:07:32+00:00,"RT @OpenOutcrier: RECAP 6/25 Unusual Puts:
$FXI Sep 38 P
$DUK Jul 75 P
$DIS Aug 100 P
$NCLH Jul02 12 P
$JBLU Aug 9 P

Live Breaking trading…",DIS
610,2020-04-22 19:32:21+00:00,$BAC is sitting on the 200-month sma and below both the 200-week sma and 2011 rising trendline. Price action is corrective and a new low should be considered. The new low would be create a bullish momentum divergence. A platform for a more impulsive rally. https://t.co/vd9zirBpuu,BAC
613,2020-04-14 01:34:20+00:00,Hopefully some of you has this on your watch list. $NFLX $AMZN https://t.co/UFC4kSIWj0,NFLX
614,2020-06-29 17:19:22+00:00,"RT @MarketWatch: Big companies like $SBUX and $KO are pulling advertising dollars on Facebook. How much will that hurt revenue? 

Facebook…",SBUX
616,2020-06-09 11:00:50+00:00,MCCORMICK &amp; CO /SH NV $MKC Expected to Post Earnings of $1.11 Per Share https://t.co/I1YYoUgoJ3 #stocks,MKC
617,2020-06-27 20:12:07+00:00,RT @RichLightShed: WHY is @unileverusa punishing Twitter when they took a leadership role and likely led to Facebook's reversal $TWTR $FB…,TWTR
618,2020-07-14 11:08:50+00:00,"RT @israel_massa: $JPM | JPMorgan Q2 20 Earnings: 
- Revenue $33.82B (exp $30.57B) 
- EPS: $1.32 (exp $1.01) 
- Provision For Credit Loss:…",JPM
621,2020-06-05 15:07:02+00:00,Quality Elliott Wave Trading #sp500 #ES_F $SPX $SPY $QQQ $IWM $SPXU $SQQQ $ES  $NDX $DJIA  $QQQ  emini  forex  https://t.co/hTJsqehBX2 https://t.co/zB0jSSy2Mo,ES
624,2020-05-08 14:50:13+00:00,"RT @WallStJesus: EXTREMELY ACTIVE OPEN, MOMENTUM-SWEEPERS BUSY IN SEVERAL NAMES = $TWTR $VTIQ $NIO $INO $BYND $TWLO $DIS $AMD $TSLA https:/…",DIS
625,2020-06-09 14:18:25+00:00,Could Apple Be a Millionaire Maker Stock? @themotleyfool #stocks $AAPL https://t.co/Wdz7oGbUwC,AAPL
626,2020-06-02 18:47:04+00:00,$SHOP had good $FB sub numbers today??,FB
634,2020-07-14 18:32:45+00:00,Biogen $BIIB Has A Poor #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Poor; #momentum score Poor #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrH1R3 https://t.co/aZBpbgGaen https://t.co/vKawDwrcoL,BIIB
636,2020-04-14 13:32:26+00:00,$AMZN record high,AMZN
637,2020-07-01 05:16:03+00:00,"RT @SheepKnowMore: An $FB post after watching #Covid911 - INSURGENCY. 
#GreatAwakening https://t.co/7PxeWwIByW",FB
646,2020-06-20 14:36:33+00:00,😳😷🤢 $SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #coronavirus #COVID19 #BREAKING #bitcoin https://t.co/RXphnpS5eX,TSLA
649,2020-05-28 21:28:47+00:00,"$TWTR $FB 

https://t.co/8ZsZjeBsJk",TWTR
651,2020-07-02 16:00:45+00:00,"#Options Flow Grid Update $ORCL #OptionsTrading Oracle Shares ⬆️1.28% to $56.19 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlalc3
https://t.co/3SMt2yWyzC https://t.co/HYTksUCJxb",ORCL
652,2020-06-07 10:27:46+00:00,"RT @NorthmanTrader: In 2019 $AAPL made new all time highs on declining earnings growth.
In 2020 $AAPL made new all time highs on declining…",AAPL
653,2020-06-23 03:14:41+00:00,"$MSFT Microsoft all time highs
$AMZN Amazon all time highs 
$NFLX Netflix all time highs
$FB Facebook all time highs
$APPL Apple all time highs
$GOOGL Google nearly all time highs
Talk about the big boys doing the heavy lifting",NFLX
660,2020-07-02 13:24:57+00:00,"Join the most profitable trading alerts chatroom also free trial 20 days
https://t.co/waJXnpiwFQ

$MGM $BA $BABA $FB $TSLA $AAL $DKNG $ERI $XSPA $AMZA $BAC $GILD $SHOP $CHWY $UBER $GNUS $HTZ $AAPL $NFLX $USO $PENN $KTOV $IDEX $SPY $MVIS $WLL $GNC $JFIN $HTZ $CIDM $DLOC $WKHS 💖 https://t.co/xYRNykqFEV",TSLA
666,2020-07-14 18:15:29+00:00,"Oddly low volume right now. 

It’s spooky.

$NQ $ES $QQQ $NDX $SPY $SPX $DXY $TRIN",ES
667,2020-06-01 14:46:39+00:00,If believing in $DIS makes me rich ima going to Disney world that week,DIS
675,2020-07-08 02:34:11+00:00,"RT @sprtcrdlui: $TSLA closed up again.  Load dips . Ride this one higher
$BA $NCLH $OAS $IDEX $WKHS $DAL $FCX $SHLL $Z $TTI $NFLX $M $API $…",TSLA
676,2020-07-14 05:56:00+00:00,Facebook $FB Hits New 12-Month High Following Analyst Upgrade  https://t.co/kNWZunQ9SP,FB
678,2020-06-09 21:47:18+00:00,"$MET Metlife #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #stocks #stock #StockMarket #Investment #investing https://t.co/5JE2nlalc3 https://t.co/yLie0GnIqK https://t.co/o4ETbe07bb",MET
683,2020-04-23 16:24:01+00:00,Cfra Lowers AT&amp;T $T Price Target to $37.00 https://t.co/m5IWUn0YQr,T
684,2020-04-18 15:00:57+00:00,Next week buy $GILD $TMUS $ZOOM $HD $BYND $WEN $XRP $CIM $F $BAC,TMUS
685,2020-06-09 14:18:40+00:00,RT @PeasantPig1: With $AAPL $FB $AMZN $NFLX green there is no need to worry,NFLX
693,2020-07-16 12:55:58+00:00,$AAPL #patent 20200227010 ELECTRONIC DISPLAY PARTIAL IMAGE FRAME UPDATE SYSTEMS AND METHODS #tech #IP #research https://t.co/dzjlilA223,AAPL
694,2020-06-11 18:38:04+00:00,Hey @ATSGinc did you guys just sign a contract with $AMZN or did the market already forget about that? $ATSG $AAWW $CJT.TO @CNBC @jimcramer,AMZN
696,2020-06-23 21:33:38+00:00,"$IBIO is an ideal play on the COVID-19 outbreak.

$NNVC $MRNA $INO $GILD $NWBO $AVXL $TOMZ $AMRN $ACST

#biotech #news #stocks #ibio #coronavirus #covid19 #pennystocks

https://t.co/sVKkk51ueO",GILD
699,2020-04-21 10:45:44+00:00,$AAPL $272.50 PM.. wants $260 test.,AAPL
702,2020-06-24 14:03:42+00:00,RT @OptionsProVol: #Options Flow Grid Update $AAPL #OptionsTrading #Apple Shares ⬆️0.54% to $368.5033 #OptionsFlow #optionstrade #optiontra…,AAPL
704,2020-07-02 02:13:31+00:00,"RT @SheepKnowMore: An $FB post after watching #Covid911 - INSURGENCY. 
#GreatAwakening https://t.co/7PxeWwIByW",FB
705,2020-04-22 17:42:14+00:00,RT @R_H_Ebright: @Poison_Oyster $JNJ AdVac looks like best near-term prospect (no theoretical risk of contamination by active SARS-CoV-2; h…,JNJ
709,2020-07-10 13:52:28+00:00,"💪 Wall St Solver Power Rankings 💪
🥇 $AAPL ▪️ Apple Inc.
🥈 $TSLA ▪️ Tesla Inc
🥉 $MSFT ▪️ Microsoft Corporation
Rankings ➡️ https://t.co/Kwu6r1EkES
https://t.co/Kwu6r1EkES",TSLA
715,2020-04-29 20:14:11+00:00,$MSFT and $FB have not given any out look yet.. u need to see what they say going forward,MSFT
716,2020-05-05 17:01:12+00:00,$DIS Earnings tonight 😬,DIS
